Hybridization REF,TCGA-35-3615-01A-01R-0946-07,TCGA-55-1592-01A-01R-0946-07,TCGA-67-3770-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-55-1594-01A-01R-0946-07,TCGA-67-3771-01A-01R-0946-07,TCGA-44-2656-01A-02R-0946-07,TCGA-55-1595-01A-01R-0946-07,TCGA-67-3772-01A-01R-0946-07,TCGA-44-2659-01A-01R-0946-07,TCGA-55-1596-01A-01R-0946-07,TCGA-67-3773-01A-01R-0946-07,TCGA-44-2662-01A-01R-0946-07,TCGA-64-1676-01A-01R-0946-07,TCGA-67-3774-01A-01R-0946-07,TCGA-44-2665-01A-01R-0946-07
VPS35,-0.4916,0.8191,-0.1785,0.0423,1.2713,-0.513,0.0556,0.0432,-0.1595,0.1302,0.6586,-0.3632,0.4906,0.5235,0.3436,0.8006
HAS3,0.434333333,0.91,2.611,1.6235,1.393,-1.379833333,1.2735,1.097,2.565666667,2.0515,-0.876833333,2.929333333,0.440833333,2.782666667,0.1595,2.0105
GLO1,-0.27825,-0.561,0.307625,-0.63225,-0.296125,-2.538875,-0.840125,0.2225,0.422125,-0.82225,-0.027625,0.49675,-0.686375,-0.532125,-0.251625,-0.8065
CCDC74B,-2.0165,-1.88975,-1.043125,-2.108875,-2.549375,-0.6345,-2.273375,-1.501375,-0.721625,-2.363625,0.174125,-2.65,-1.763875,-1.44375,0.202125,0.312375
ZNF528,-2.0935,0.50925,-0.5515,0.48025,1.212,-1.29725,0.3915,1.5045,-1.34225,0.64575,-1.2765,1.2115,-0.129,-0.62775,-0.886,0.60875
NOL4,0.5523,0.87,0.5926,1.3651,2.0825,1.2058,0.9862,0.1546,0.342888889,-0.2054,-0.074,-0.09275,0.1463,0.0993,0.3095,0.4939
ZNF555,1.048,-0.0885,0.51,0.1025,0.405,0.91775,-0.5385,0.34925,0.75925,1.13925,0.52175,0.09225,0.37475,1.496,-0.11025,1.55425
LIMS3,-1.28,-0.62125,0.0785,-0.22925,1.45,0.552,-0.2185,-0.504,0.61275,-0.58875,-1.13125,-0.285,0.00525,0.0045,0.68025,-0.6095
PLD2,-0.4935,-0.47175,-0.7085,-0.25225,-0.7845,-0.5655,-0.48525,-0.651,-0.7685,-0.91975,-1.23575,-0.65775,-0.60325,-1.0055,-0.33275,-0.4535
ORC1L,-3.599,-3.35575,-3.94225,-3.7735,-2.4065,-3.113,-3.04025,-2.336,-3.958,-3.59975,-2.174,-3.64675,-2.203,-2.26925,-3.352,-3.4915
NAT8B,0.3475,-0.261333333,0.279333333,-0.082666667,0.375,-0.233333333,0.3475,-0.158166667,0.5935,-0.589333333,-0.0195,0.062166667,0.264,0.827,-0.055,0.070166667
HECTD1,-0.5625,0.3505,-1.0605,-0.271,-0.2805,-0.0785,-0.3325,1.68,-0.5665,0.4365,-0.8675,-0.1395,-0.7665,0.2795,-0.491,-0.72
SYCP2L,-0.69525,1.2485,-2.8645,-2.1345,0.85525,-3.3455,-2.736,-2.1895,-2.4895,-4.10725,-1.42275,-2.88675,-3.042,-1.9815,-2.03475,-1.47025
YAF2,0.9185,-0.602,1.76375,0.8685,1.49225,0.16475,0.657,0.757,0.86225,0.23075,1.31275,1.26375,0.201,0.50225,0.64225,0.42475
SAG,0.5165,0.84925,0.69425,0.40425,2.2965,0.02475,0.28125,0.09225,0.4515,-0.16,-0.0885,0.2065,-0.2525,0.26675,2.503,0.49225
GADD45A,-1.6975,-1.185,-1.009333333,-1.200333333,-1.212166667,-0.915,0.81,-0.717666667,-0.797166667,-1.829,-1.601833333,-0.593,2.646666667,0.244333333,-0.412666667,0.643833333
TXNDC17,1.573666667,0.02,1.347166667,1.350166667,0.173666667,-0.284166667,2.882833333,2.421166667,1.488833333,-0.0285,0.549666667,1.171666667,1.754166667,1.728833333,0.885666667,1.070166667
USP44,-3.16225,-0.6855,-1.2365,-1.13525,-1.02025,-2.83975,-3.356,-0.46275,-1.61175,-2.73575,-1.002,0.25125,-2.53875,-2.777,-1.54425,-2.6205
DPP10,0.1375,1.9165,0.148666667,2.1525,0.635333333,3.713,-1.0192,-0.245666667,0.602833333,-0.354666667,-0.1695,0.070333333,-1.009166667,-0.338666667,0.244333333,-0.077333333
IWS1,-0.920833333,0.145833333,-0.720666667,-0.466333333,0.278666667,0.297166667,-0.162333333,0.178833333,-0.652333333,-0.4475,0.0395,-0.7015,-0.206333333,-0.860333333,0.209833333,-0.357166667
PCGF1,0.73475,0.6185,1.73625,0.81075,0.1715,0.282,0.9485,1.132,0.00425,0.2115,0.78675,1.35525,0.2115,1.2335,0.38225,0.08375
SULT1C4,-0.7805,-0.423,-0.1575,-0.58,2.233,-0.535,-0.438,-0.021,-0.1885,0.23,-0.3465,-0.3165,-0.4585,0.3265,0.183,-0.071
SUSD1,0.32625,1.535,-0.064,1.094,1.95825,0.853,1.332,0.20425,0.5365,-0.02825,1.11375,0.9815,1.61225,1.3915,2.0135,0.5125
ICAM5,-0.333833333,-0.605166667,-0.731666667,-0.972166667,-2.451166667,-0.724833333,-1.073833333,-0.860333333,-1.730833333,-0.625,-2.354833333,-0.557833333,-1.579,-1.198,-0.743166667,-1.512666667
PAPOLB,0.2295,0.25125,-0.3305,0.20775,-0.31775,0.525333333,0.0285,0.13425,0.520333333,-0.409,-0.164,0.24325,0.47,0.59825,0.1695,0.51075
KIAA1909,0.48975,-0.796,-0.48425,-0.87425,-1.29025,0.28275,-0.2235,-0.107,-1.095,1.55775,0.945,-0.975,-1.496,-0.1245,-0.51275,1.2395
CDK10,-0.0637,-0.7804,-0.6951,-0.2498,-0.4037,-1.1486,-0.4611,-0.8896,-0.6201,-0.7425,-1.1284,-0.3629,-1.2245,-0.1479,-0.5807,-0.6444
HLX,-0.826833333,-0.267166667,-0.8525,-0.590166667,-0.921,-0.696833333,-0.507,-0.257333333,-0.519,-0.4815,-1.111666667,-0.748333333,-0.1305,-0.595166667,-0.869833333,0.7605
FAM21C,0.5062,0.7446,0.6685,1.0134,0.674,1.1732,0.8928,0.693,0.5375,1.0735,1.1861,0.8114,0.6498,1.4214,0.7962,0.7147
HIST2H3C,-1.19125,0.0105,-0.07925,-0.267,-0.27975,-0.80825,-0.0545,0.35425,0.3505,-0.22625,-0.7235,-0.505,0.04275,-0.01225,0.0115,-0.30975
NDN,-1.27675,-0.6865,0.06075,0.5675,0.141,0.8195,-0.51425,0.164,0.6525,0.071,-0.63375,0.169,-0.89325,-1.3,0.78875,1.53025
FBLN5,0.97325,1.68925,2.07325,1.89875,0.580875,1.4545,1.560375,1.264375,1.96425,2.54525,0.532125,1.979125,0.114375,0.08075,2.34,1.703375
OR52K2,0.489666667,0.245,0.495333333,0.668,0.447166667,-0.023833333,0.251666667,0.202666667,0.430333333,0.094833333,0.585333333,0.368,0.909833333,0.596166667,0.130333333,0.420666667
ZNF638,-1.152166667,-0.122333333,-0.558,-0.379,-0.271166667,-0.002833333,-0.382666667,0.476,-1.139666667,-0.6155,-0.442166667,-0.720833333,-0.240333333,-0.582,-0.203166667,-0.915166667
ANKRD45,4.05475,2.369,1.44275,0.48825,2.62175,3.168,0.28275,0.10925,3.10575,-0.3925,2.68125,-0.5075,0.15475,0.1505,2.6425,0.86075
TACC2,1.141875,1.143375,1.231,1.8405,1.08725,1.19775,0.813875,1.746875,0.243625,1.0165,1.779375,0.68175,0.66075,-0.186875,1.817125,0.634125
COX7A2L,0.933928571,0.339142857,1.295642857,0.2705,1.208142857,0.289285714,0.242785714,0.746714286,0.460071429,0.015785714,1.069642857,1.200285714,0.615285714,0.392071429,0.4395,-0.149785714
ARRB2,0.181,0.7925,0.59,-0.081,0.1085,0.157,0.422,-0.106,-0.09025,-0.35875,-0.126,0.139,0.76275,0.75525,0.53225,-0.23325
RBJ,-0.38175,-0.07225,0.03,0.17025,0.61725,0.0185,-0.6265,0.118,-0.39825,-0.14875,-0.20725,0.12875,-0.759,-0.62875,0.15075,-0.60775
CYCS,-1.618833333,-1.539166667,-1.818166667,-1.603083333,-1.05075,-1.482333333,-1.60675,-1.24825,-1.985666667,-0.928416667,-0.959,-1.698666667,-1.905083333,-1.566583333,-1.593,-1.479166667
TECTA,0.082,0.3485,0.8295,-0.6485,-0.49,0.606,0.2455,0.316,-0.3065,0.021,-0.2195,-0.205,0.0385,-0.6755,-0.5735,0.068
GNAL,0.166,-0.784,-1.2635,-0.49475,-0.932,1.7845,-0.52475,-0.0975,-0.20325,-1.047,0.41625,-1.51275,-0.00425,-0.834,0.0375,-0.42475
C18orf12,1.1575,0.358,1.369,1.0105,0.2045,0.8445,0.7,0.2955,1.384,0.9345,0.5865,1.12,0.427,1.409,0.2305,0.556
TAF9B,-0.850583333,-1.279416667,-0.429166667,-0.769583333,0.2695,-1.435083333,-1.121,-0.641583333,-0.425333333,-0.19975,-0.50725,0.027583333,-0.7985,-0.265166667,0.029,-0.607416667
ARRDC2,1.537666667,0.001833333,0.589833333,0.585833333,-0.263,1.137333333,1.4315,0.456333333,0.5565,0.21,0.112333333,1.105166667,0.721666667,0.999333333,0.830666667,0.549333333
AES,0.627,0.149071429,0.7775,-0.253642857,0.194928571,-0.175642857,0.011928571,0.079785714,0.593785714,-0.234785714,-1.2555,0.455785714,0.535571429,0.240214286,0.921571429,0.818357143
C16orf54,-0.084,0.094,-0.017,-0.2205,0.1345,-0.5675,0.7015,-0.0155,1.3775,0.1565,0.4405,-0.398,-0.2725,0.351,1.091,-0.1015
ZNF208,-1.1745,-0.405,-0.8035,-1.092166667,-0.016166667,-1.035333333,-0.8576,-0.0995,-0.502666667,-0.5275,-0.739333333,-0.986333333,-0.7976,-1.393833333,-0.4975,-0.326833333
CARKL,0.292,-1.0735,-0.5105,1.0855,-0.8135,-0.703,-0.08775,-0.76675,0.10775,-1.73875,-1.55625,-0.6315,-0.07875,0.4155,0.693,-0.816
GOT1,0.049666667,-0.663666667,-0.357666667,0.243333333,0.717666667,-0.114666667,0.590333333,1.956333333,-0.7715,-0.359333333,0.424666667,-0.3275,-0.208666667,-0.134166667,-0.352666667,-0.078
C3orf25,0.826,-0.22,0.695,0.5915,-0.2305,0.4025,-0.118,-0.163,0.7385,0.297,0.6805,0.0335,-0.211,0.483,0.8885,0.3045
OR5D14,0.2045,0.4085,0.274,-0.012,0.188,-0.561,0.693,-0.131,0.7285,-0.4795,0.339,0.9875,0.4495,0.4395,0.218,-0.199
CSF3R,0.688833333,1.969666667,0.904666667,1.552666667,2.527166667,1.159833333,1.701333333,2.229333333,1.796666667,0.458166667,0.5045,2.852166667,2.394833333,0.8495,2.211166667,0.2105
EPS8,2.500833333,0.971166667,1.643833333,1.568666667,0.352,0.494333333,1.324166667,1.3255,1.962833333,2.355333333,1.78,2.9895,1.958,0.687833333,1.228833333,2.3325
DAD1,0.253833333,0.607,0.49725,0.418166667,0.35275,1.056333333,0.471583333,0.9025,0.834416667,0.701666667,1.155333333,1.395666667,0.612083333,0.817166667,0.372,0.778916667
HERC2,-1.7115,-1.04875,-1.67975,-1.2005,-0.10075,-1.2395,-1.261,-0.70825,-1.6575,-1.601,-1.598,-1.5055,-0.89125,-1.625,-0.3915,-0.93725
HCST,2.614,2.36,3.688,3.13775,2.342,3.0975,3.3955,2.06525,3.00475,2.7845,2.30375,3.393,3.286,3.941,2.19,1.93925
OR8D4,0.4155,0.119,-0.1685,0.275,-0.0165,0.3415,0.838,0.1985,0.753,-0.0025,0.637,0.2945,0.2305,0.2805,0.3425,-0.252
NASP,-2.7635,-1.0799,-2.2363,-2.6011,-1.7337,-1.632,-1.9322,-1.8707,-2.2633,-2.0801,-1.4938,-2.6983,-1.0994,-2.6591,-2.2133,-2.3029
LYZL1,-0.2945,-0.475,-0.2195,-1.006,0.4945,-0.3315,0.5485,-0.2385,-1.14,0.019,3.449,-0.705,-0.371,-0.4165,-0.72,-0.495
FLJ22374,-0.30725,-0.78575,0.80475,-0.11525,0.01775,0.64375,0.7285,-0.178,1.357,1.107,0.817,0.623,0.15025,1.1405,0.00675,-0.06025
PDIA3,-0.00425,0.91325,0.28525,0.9545,2.0835,-0.00375,-0.33625,0.3525,-0.17475,-1.11,0.9935,0.0375,0.72275,-0.5835,1.3555,0.5155
FIGLA,0.4,0.2515,0.162,-1.287,0.492,0.5515,1.1585,-0.179,-0.3645,0.5055,-0.539,0.4725,0.52,0.9675,0.207,0.627
C10orf67,-0.37,-0.0835,-0.4775,0.683,0.6695,null,0.406,-0.1885,-0.1575,-0.117,0.054,0.414,0.103,0.6515,-0.161,0.009
CLN5,2.467625,1.435625,2.08775,2.741125,2.066,1.721375,1.477,1.296125,2.8355,1.7765,0.338,2.429375,1.7505,1.315875,2.679375,1.821
CES2,-0.3758,-0.4829,-0.9071,0.0337,-0.761,-1.1366,-0.3212,-1.0985,-0.7068,-0.1815,-0.9629,-0.3248,0.0376,-0.9352,0.0642,-0.2614
RTF1,-0.444375,-0.054375,-0.51475,0.4965,0.398375,-0.206125,0.279,0.467875,-0.3835,-0.765875,-0.22425,0.012375,0.00525,0.09325,0.184375,0.259125
DHRS7,0.68275,1.35275,1.2255,0.53875,0.79675,1.80075,1.19675,0.62225,1.431,0.3345,0.78,2.2065,0.779,0.8835,0.8105,1.284
FGF17,0.06025,-1.03575,-0.21825,-0.061,-0.4495,-0.2645,-0.0475,0.0525,-0.06275,-0.15275,0.22875,-0.29925,-0.35375,-0.287,-0.06025,-0.0335
HS3ST1,3.2,4.5365,2.9145,3.356,4.52475,5.6475,4.9905,4.55775,5.75825,3.5775,6.14275,5.39475,4.978,4.284,3.3805,5.7175
RBPJ,-1.178833333,-0.3345,-1.481,-0.680666667,-0.149833333,-1.244666667,-0.445666667,0.0065,-1.297833333,-0.931333333,-1.1145,-0.836333333,0.0075,-1.117166667,0.255333333,-0.117333333
INE1,-0.897166667,-0.428,-1.416166667,-0.7655,-1.067666667,-1.237166667,-1.076333333,-0.143833333,-1.580666667,-0.327333333,-0.843333333,-0.936666667,-1.178666667,-0.500166667,-0.991166667,-1.008666667
SLC6A15,-2.9615,-3.57325,-3.414545455,-3.7415,-2.2185,-3.2799,-3.708,-2.860916667,-3.917363636,-3.4085,-3.850636364,-3.484833333,-2.582333333,-2.864583333,-2.734166667,-2.779666667
RIN2,1.473375,2.340625,1.591375,1.81325,0.57575,1.982625,1.372125,1.6625,1.916875,1.52875,1.7705,1.3065,2.27125,1.834375,1.638875,2.5735
OTUD4,-0.6185,-0.139777778,0.062411765,-0.078777778,-0.287277778,0.149388889,0.696888889,-0.006055556,-0.065333333,-0.297777778,-0.327117647,-0.160333333,0.642222222,-0.045777778,0.124166667,0.117555556
ATOH8,2.17475,-0.9705,1.49725,2.0525,-0.8925,-1.538,-0.04075,2.3675,-1.4975,-1.34025,-1.917,-0.12675,-2.3645,-0.506,2.31825,-2.1
TNFRSF10A,0.687,-0.52,0.23,1.46375,-0.037,1.289,0.4645,-0.3335,0.9495,1.107,0.5255,0.27175,1.27075,0.7225,0.98375,1.1295
KL,1.231125,2.1655,1.449625,2.9925,2.379875,1.265,1.985875,1.0745,1.482125,1.620625,1.700625,1.521875,1.334375,0.7675,1.24275,0.609142857
SCP2,0.072,1.416916667,0.941583333,0.546083333,0.759166667,0.45725,0.790166667,1.489416667,0.765083333,1.113333333,0.554583333,0.920666667,1.00725,0.242583333,1.227916667,0.74175
CXorf20,0.479,0.7995,0.47,0.709,0.337,0.484,-0.033,0.2685,0.894,0.7585,0.397,-0.4695,0.9075,-0.243,0.796,-0.0545
BARX2,1.92925,0.6935,0.023,2.1945,0.443,0.1125,-0.37175,1.37075,3.1885,1.1105,1.1855,0.0465,-1.362,-0.37425,1.0715,1.17425
DAO,-0.806666667,-0.467666667,-0.568833333,-0.432166667,-0.993666667,-1.1408,-0.601,-0.382,-1.176166667,-0.811333333,-0.939,-0.6295,-0.949666667,-1.0895,-0.459833333,-0.280833333
EDNRA,0.530333333,1.299666667,0.680166667,1.15,0.627,0.1085,3.442833333,1.711833333,1.824833333,3.259666667,0.624166667,2.249,3.191666667,1.973666667,1.512,2.722666667
SERF1A,1.03575,-0.12475,-0.71525,-0.49675,0.43825,-0.412,-0.16,0.0575,-0.9265,-0.753,-0.62625,-0.09525,0.12075,0.2105,-0.262,-0.42875
HHLA2,0.553666667,1.296,5.70725,0.667,0.526,0.779,3.4585,-0.0055,1.558,0.33325,0.142333333,5.3155,-0.071,0.48025,0.461,0.0765
APOBEC2,2.706,2.84825,5.92725,1.1605,0.33325,-0.808,4.268,0.512,0.146,6.13375,-0.2655,5.997,-0.458,4.087,1.58775,0.3095
PENK,0.2415,1.444166667,2.4365,0.598333333,2.1785,2.156,-0.0475,0.131833333,3.125333333,5.288166667,-0.429166667,1.668833333,-0.749833333,-0.794,1.568833333,0.255833333
APPBP2,-0.731357143,-0.735428571,-0.883214286,-0.933928571,-0.440285714,-0.948714286,-0.789642857,-0.308785714,-0.600928571,-1.545714286,-1.180642857,-0.606142857,-0.944214286,-1.123857143,-0.464571429,-0.810142857
BACE2,0.483214286,0.258714286,0.814428571,0.308714286,-1.630214286,-1.3395,-1.496714286,-0.937142857,0.005214286,-0.717714286,1.437071429,-1.717357143,1.452357143,-0.186571429,0.64,0.4805
CLSTN2,-1.954,-2.26725,-3.3545,-2.60925,-2.25225,-1.601,-1.96475,-1.3125,-1.8585,-1.2845,-2.582,-2.10375,-0.8615,-1.18175,-2.1315,0.24025
OPRK1,-1.745333333,1.870666667,1.538333333,-0.3,-1.4255,-0.1515,-1.217,2.362333333,0.380666667,-0.450833333,-1.5358,-0.914,-1.297666667,-0.807166667,-0.385,-0.565666667
XRCC6BP1,-0.442666667,-0.323333333,0.106,-0.813833333,0.298166667,-0.608833333,-0.511833333,-0.327666667,-0.278666667,-0.862166667,0.6915,-0.279,-0.770166667,-0.239833333,0.0145,-0.4615
BMP7,-3.329666667,-3.0275,-2.571916667,-3.028833333,-3.76,-3.384833333,-3.767083333,-2.92375,-2.952166667,-3.192166667,-3.860166667,-3.162916667,-4.29375,-0.445,-2.677,-3.081333333
ARFGEF2,-1.3915,0.19975,-2.433,-0.9365,0.73725,0.94475,-0.81,-0.97725,-0.66825,-0.88725,0.533,-1.8985,0.59025,-0.2675,-1.283,-0.94775
NEFL,-0.594,-2.4365,-3.67975,-0.93775,-2.823333333,0.5055,-2.96375,-1.8225,-1.707,-1.9805,-3.064,-1.81525,-3.7455,-3.31375,-1.99825,0.1305
ZNF561,0.997333333,-0.372333333,0.600666667,0.0775,-2.154833333,0.6005,0.325,0.044666667,0.893,-0.288333333,-0.089,1.087833333,-0.061333333,0.290166667,-0.132,1.131833333
SRXN1,2.110125,-0.024875,0.938375,1.8155,0.605125,3.59825,0.315375,-0.364,-0.502125,-0.428,0.73125,-0.931125,0.09925,-0.9175,0.60025,-0.5185
DENR,-1.8265,-1.196333333,-0.963666667,-0.8265,0.248333333,-0.140333333,-0.4775,-0.051833333,-1.497,-1.441666667,-0.110166667,-1.789833333,-0.181833333,-1.016333333,-1.417333333,-1.021
SENP2,-0.043625,-0.042875,-0.086875,0.037125,0.722375,2.127625,0.074125,0.466625,-0.507875,0.439,1.064375,0.0915,0.6635,0.465625,0.328125,-0.116375
XPNPEP1,-1.044125,-0.720625,-0.835375,-0.919,-0.594875,0.093,0.194125,-0.734375,-0.548,-0.64475,-0.043,-0.86175,0.076125,-0.69725,-0.194875,-0.116625
CFI,0.432166667,0.517666667,1.135166667,1.127666667,0.907666667,-1.299,1.117166667,-1.059333333,1.261333333,0.820833333,0.441666667,1.985,1.159166667,1.716,1.4595,2.187166667
KREMEN1,-0.288125,2.467,0.438875,1.666125,3.2665,3.71,-0.470875,1.885875,0.148,1.401375,2.33525,-0.61975,0.099,0.5655,1.187,0.914875
C6orf115,0.738,1.3025,1.319,1.2315,1.762,0.5885,0.4975,-0.008,1.1855,-0.035,1.5695,0.877,0.86,1.762,0.403,0.5025
FGF9,-1.5445,-1.13175,1.438,0.346,0.87625,-1.0205,-0.56975,-0.01875,1.3225,4.05225,-2.7945,3.80175,-1.45025,-1.1175,1.4395,2.62875
SPG21,-0.04875,0.61725,0.25525,-0.10075,0.8815,0.42475,0.12375,-0.6375,0.091,-0.6195,1.2105,0.06275,0.4805,-0.4725,1.0535,0.53275
GRIN1,0.922571429,0.399714286,1.100642857,1.289071429,0.154785714,1.007,0.672214286,0.081642857,0.989642857,0.645857143,0.750642857,0.710428571,0.125928571,1.525928571,0.369,0.295
OR1A1,-0.049,0.003666667,0.3845,0.555,0.461166667,-0.224666667,0.457833333,0.070333333,-0.1065,0.104166667,0.267333333,0.361666667,0.081,0.1208,0.268,0.368833333
CALU,-0.015333333,0.544333333,-0.693833333,-0.090166667,-0.636166667,0.657166667,0.098833333,-0.277,0.182833333,0.325166667,0.145166667,-0.576833333,1.24,1.456833333,-1.019166667,0.635666667
C9orf84,-0.0695,0.0635,-0.27,1.012,-0.3955,0.7635,-0.5625,-0.029,-0.299,0.4475,0.858,0.2645,0.5465,-0.292,0.4515,-0.1865
FIP1L1,-1.81725,-0.7285,-1.31025,-1.3115,-0.197,-0.59275,-0.71075,-0.78825,-1.1,-1.52525,-0.63425,-1.52475,-0.0935,-1.23225,-0.808,-0.712
PTH2R,0.297,1.694,1.278375,-0.071125,2.529,3.646875,-0.056625,0.888625,-0.36625,0.793375,1.0965,0.750285714,0.90075,0.551625,0.4625,0.47
IFI30,1.42675,2.5975,1.932,1.38425,2.18375,2.27225,2.76375,1.7465,1.55025,1.65375,2.22,2.1675,2.4005,2.64175,1.67375,1.3725
BFAR,1.449875,0.040375,0.197875,0.203875,-0.267125,-0.852,-0.829625,-0.148125,0.786625,-0.728375,-0.32175,0.386625,0.02,-0.702,0.479,-0.133625
ZNF14,0.9635,0.933,0.70425,0.525,0.3155,0.87575,0.2625,1.1415,0.869,0.8345,0.57225,1.678,-0.8565,1.1055,-0.6325,1.26475
PPIL2,-0.88,0.066833333,-0.713,-0.772833333,-0.224333333,-0.017166667,-0.579666667,-0.659166667,-1.028833333,-0.772,-0.5115,-1.038166667,-1.0265,-1.059333333,-0.492,-0.804333333
KLHL22,-0.78125,0.160625,-0.012125,-1.184625,0.084875,-0.9455,-0.852625,-0.99425,-0.823,-1.30975,0.029125,-1.187875,-0.986125,-1.37975,-0.459875,-0.784125
GJB2,0.2981,1.9927,0.1506,0.0291,1.6203,4.6673,2.4011,2.7835,3.7677,1.1738,1.3447,1.9803,4.1684,2.7476,1.2434,5.8188
SOX8,-0.09425,-0.91825,-0.164875,0.13225,-1.036375,-0.764,-0.847,-0.833,0.086125,-0.747375,-0.80575,-0.633125,-1.042125,0.5025,-0.107,-0.63275
KIAA0195,-1.617666667,-0.422166667,-1.3575,-1.331166667,-0.372166667,-0.739,-0.845,-0.158666667,-1.800833333,-1.181833333,-1.0585,-1.636666667,-1.109333333,-1.213833333,-0.995166667,-1.333833333
BCL2L1,-0.3103,0.4621,0.5903,-0.1435,0.2183,0.6956,-0.041,-0.1747,0.7211,-0.5841,0.4885,-0.2818,0.8422,-0.5504,0.0334,0.06
RAPGEF3,-0.285,0.490166667,0.226166667,0.707666667,0.655666667,0.857166667,0.666833333,0.303666667,0.265166667,0.482333333,0.676666667,1.445,0.883666667,-0.7265,1.190833333,-0.457666667
STK4,-0.655666667,-0.190388889,-0.853888889,-0.126333333,0.324722222,0.345,0.020166667,-0.365055556,-0.408777778,0.058777778,-0.189388889,-0.4155,0.333888889,-0.487555556,-0.5285,-0.388666667
DLX5,-0.124333333,1.404333333,-0.082,-0.6302,-1.261166667,-1.159,-1.052333333,0.232333333,0.6335,-0.535833333,-0.705166667,-0.021166667,-1.426,0.708,-0.615666667,0.288833333
hCG_1995786,0.842166667,-0.394833333,1.176166667,0.479166667,-0.0125,-0.3685,-0.082833333,0.648166667,0.027,0.1355,0.433,0.272833333,0.341666667,0.278166667,-0.2615,0.120833333
TGOLN2,0.671125,1.54675,1.134625,1.73125,1.529125,0.854875,0.863125,0.9415,0.4075,1.474625,1.21175,0.592125,1.468125,0.565375,1.701,0.159875
FGD1,-0.41225,-1.083,-0.66175,-0.25675,-0.4,-1.199,-0.62375,-0.527,-0.54975,-0.78225,-0.47625,-0.6855,-0.6485,-0.523,-0.45275,-0.3765
BCAS1,-0.1305,1.9065,-0.239,1.6205,0.6065,0.16675,-0.4205,-2.2735,0.27225,-2.4665,2.24975,-2.68225,-0.2445,-2.407,0.98725,-2.873
STAP2,1.23925,0.82975,0.554,0.6995,0.2895,1.068,1.25025,0.58825,0.56675,1.0765,1.46425,1.3005,0.96275,-2.064,-0.02875,-0.5785
SLC45A4,3.04375,2.2235,0.6315,1.4275,1.77975,0.66325,0.95475,2.20825,0.35425,3.0655,0.59525,0.0705,2.27875,1.04975,1.2965,0.31025
PRKY,-0.095833333,0.058,-1.8175,-0.406,0.087166667,0.094,-0.3125,-0.436833333,-1.434333333,-1.0565,0.325666667,-1.818833333,0.372666667,0.086833333,-0.2,-0.428666667
NPR2,-0.59525,-0.5895,-0.831,-0.9705,0.6875,-1.333,-0.91325,-0.155,-0.378,-0.393,-1.3125,-0.34625,-0.63075,-0.3955,-0.27125,0.23675
ZFYVE26,-0.294666667,0.942666667,-0.744833333,-0.095166667,-0.369,0.593333333,0.348666667,0.301666667,-1.066333333,0.383333333,0.342,0.326666667,0.080166667,-0.922166667,-0.211666667,-0.152666667
WFDC11,-0.0095,0.787,0.139,1.435,0.6305,0.519,0.4095,0.2765,1.6255,0.435,-0.14,-0.0275,0.473,0.458,-0.299,3.181
FAT3,-0.352125,-0.4385,0.056875,0.223,1.058625,-0.286875,-0.525625,-0.25925,-0.161166667,-0.458,-0.42075,-0.232285714,-0.204375,-0.302875,-0.28075,-0.0675
FLAD1,1.103166667,0.045833333,0.3785,0.546166667,0.544,0.5005,0.260333333,0.1335,-0.42,-0.4,0.513,-0.333833333,0.125666667,0.401333333,0.0235,0.306
KIAA1618,0.6905,0.361166667,0.636166667,0.2665,-0.103166667,1.098333333,1.563833333,1.374333333,-0.583666667,1.021333333,0.763166667,0.033333333,0.9635,0.269166667,0.458833333,0.531833333
SNAPAP,1.36525,1.45825,1.58975,1.799,0.85925,1.108,1.63425,1.23675,0.94425,1.3835,1.50775,1.40275,1.22125,1.34775,1.20225,1.5255
C1orf35,-0.34975,-0.15275,-0.2725,0.229,-0.789,-0.78,-0.172,-0.042,-0.4925,-0.13475,0.69475,-0.7895,-0.58625,0.422,-0.6495,-0.6465
ZCCHC8,-0.72925,-0.42525,-0.32475,-0.10525,-0.2985,-0.4595,0.05925,0.6935,-0.9155,0.0935,0.36625,-0.45425,-0.26125,0.60925,-0.8705,-0.099
ZNF708,-0.893333333,0.0955,-1.595,-0.835166667,0.4665,0.182666667,-0.628833333,0.122,-0.3895,-0.2135,-0.094,-0.302,-0.7855,-0.842833333,-0.359,0.1075
ABCA4,-0.433333333,0.729666667,4.442,1.830666667,0.042833333,1.669666667,1.085166667,2.815166667,2.167666667,1.894333333,-1.711333333,4.769333333,3.877666667,2.533166667,-0.211166667,-0.420666667
PPAPDC2,-0.05875,-0.1015,-1.6185,-1.2225,-0.9565,0.0565,0.3295,0.85625,-0.54575,-0.02275,-1.02825,-0.385,1.02575,0.25975,-0.6485,0.12525
ARID4A,0.137166667,0.698166667,0.862833333,0.414,0.417666667,0.732166667,0.578833333,0.470833333,0.231666667,0.654,0.445666667,2.124833333,0.528166667,0.302166667,0.6005,0.688166667
RP13-102H20.1,-4.67125,-4.252,-3.362333333,-5.060333333,-4.36,-4.6005,-4.96,-3.4635,-5.3365,-4.8405,-5.0295,-3.56325,-4.54275,-4.1375,-2.81875,-3.084333333
PCCA,0.1835,-0.194,0.14675,-0.09975,-0.82975,-0.71375,-0.5355,-0.399,0.816,-0.248,-1.82225,0.52125,-0.3815,-0.30775,0.10075,-0.44375
