Hybridization REF,TCGA-35-3615-01A-01R-0946-07,TCGA-55-1592-01A-01R-0946-07,TCGA-67-3770-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-55-1594-01A-01R-0946-07,TCGA-67-3771-01A-01R-0946-07,TCGA-44-2656-01A-02R-0946-07,TCGA-55-1595-01A-01R-0946-07,TCGA-67-3772-01A-01R-0946-07,TCGA-44-2659-01A-01R-0946-07,TCGA-55-1596-01A-01R-0946-07,TCGA-67-3773-01A-01R-0946-07,TCGA-44-2662-01A-01R-0946-07,TCGA-64-1676-01A-01R-0946-07,TCGA-67-3774-01A-01R-0946-07,TCGA-44-2665-01A-01R-0946-07
MBP,0.247875,0.320625,-0.00275,-0.384125,-0.405625,-0.441875,0.267125,-0.314125,0.346571429,0.498875,-0.294375,0.3935,0.317625,0.035,0.328125,0.05375
HOXC11,-0.253,-0.361,-0.907,-0.2865,-0.705,0.1185,-1.026,-0.4825,0.409,-1.0005,-1.087,-0.306,-0.3465,-0.705,-0.562,-0.5305
OTC,0.4365,0.5455,0.43425,0.71175,0.17925,-0.575,0.23475,0.14,0.361,-0.184,-0.20575,1.08275,-0.361,-0.8055,0.30875,0.0005
SNX8,0.4415,0.4835,0.80775,-0.162,-0.22175,1.468,0.99025,-0.14625,1.69925,2.03675,1.222,0.362,0.78225,1.32275,-0.41725,0.0315
HDAC1,-1.479166667,0.360666667,-0.741666667,-0.833166667,0.799666667,0.112166667,-0.626666667,-0.765166667,0.127333333,-0.531833333,0.1815,-0.8225,-0.256166667,-0.347166667,0.1105,-0.589166667
WFDC10B,0.5597,0.8132,1.8391,1.1974,1.6337,1.767,3.1535,2.7584,2.5887,0.9425,0.7568,2.6235,2.6581,1.6093,0.3897,2.8253
DUS1L,0.097,-0.1805,0.6335,-0.0395,0.028,0.06875,0.67025,0.9495,-0.3845,0.29025,-0.13475,-0.293,0.068,-0.14325,0.0955,-1.09975
NEK9,-0.80975,0.15975,0.173,0.08125,-0.19875,0.8235,0.378,-0.2615,-0.4655,-0.47775,-0.1615,-0.21725,-0.223,-0.185,-0.206,-0.0835
WARS2,1.727,0.8425,0.94775,0.309,0.22475,-0.3635,0.4,0.4245,-0.60825,0.9325,0.024,0.24075,0.1265,0.77475,-0.37525,-0.595
TOMM40,-1.1615,-1.10825,-1.436,-1.54475,-0.13925,-2.05425,-1.09975,-1.076,-1.62375,-1.6675,-1.33375,-1.6405,-0.373,-1.25875,-0.96175,-1.34825
TPPP,0.467166667,0.659833333,1.463333333,1.017333333,-0.091166667,0.044166667,0.652666667,0.338,0.1555,0.706666667,0.693833333,0.2778,-0.2445,-0.393666667,0.765333333,0.209333333
UNQ6190,0.0645,0.2245,0.262,0.3985,-0.894,0.3325,0.532,-0.047,0.511,0.0915,-0.433,0.223,0.2385,0.5945,-0.3725,0.68
APOA4,-1.01125,-1.801875,-1.124125,-1.522875,-1.92375,-1.516375,-1.036125,-1.2395,-1.266,-1.62,-1.75125,-1.182,-1.76075,-1.193,-1.329875,-1.392
SH3GL2,-1.53975,-0.36675,-2.03725,-0.63025,-2.66975,-2.434,-1.8255,-1.8425,-2.613,-1.607,-3.328,-2.263666667,-3.34625,-2.346,-1.68575,-1.2775
RPN2,-0.213,0.5320625,-0.0639375,0.4420625,1.2278125,0.4954375,-0.31525,-0.1423125,0.42,-0.029125,1.2085625,-0.8995625,0.456875,-0.1410625,0.274375,-0.356875
HSF5,0.041666667,0.659333333,-0.059833333,0.954666667,0.452166667,0.2442,0.4255,-0.0825,0.585333333,-0.070666667,0.008,0.403333333,0.29075,0.2665,-0.014333333,0.2035
SORBS3,-0.14475,-0.31775,-0.7255,-0.19375,-0.140375,-0.106375,-0.58675,-0.296625,-0.50875,-0.01775,0.13175,-0.342875,-0.69975,-0.507625,0.092625,0.018125
TERF1,-0.614,-0.216083333,-0.748083333,-0.68475,-0.670916667,-0.8925,-0.172666667,0.296416667,-0.45075,-0.689666667,0.113666667,-0.573833333,-0.387166667,-0.420416667,-0.394916667,0.02675
KIF22,-1.172166667,-0.185833333,-0.356,-1.424166667,-0.725166667,-1.815166667,-0.8415,-0.9695,-0.67,-1.126166667,-1.205833333,-0.5835,-1.583333333,-0.2115,-1.482333333,-1.300833333
ZNF703,0.374,0.262166667,0.426833333,0.1505,0.442166667,0.535166667,0.115,0.229333333,0.658166667,0.153333333,0.227833333,0.242333333,-0.234333333,0.7435,0.296333333,0.400333333
LONRF1,-0.808571429,-1.014357143,-1.007,-0.347571429,-1.304214286,-1.090928571,-1.1365,-1.689928571,-0.869071429,-0.4575,-0.992285714,-0.6105,-1.050785714,-0.617214286,-0.035,0.014071429
CACNG6,-0.444666667,-1.9435,-0.554166667,-0.885,-1.254666667,-1.155,-1.143833333,-1.470166667,-0.226166667,-1.3185,-0.115,-1.302,-2.089666667,-0.382,0.019833333,-1.034833333
ZSWIM3,0.42375,0.43125,-0.54475,0.55875,1.812,0.729,-0.32275,1.241,0.46675,0.41375,0.24625,-0.1845,0.00925,1.748,-0.07925,0.2895
GALNS,-0.3638,0.815,-0.9219,-0.434,0.1089,-0.7591,-0.476,-0.9942,-0.1402,-0.9887,0.0326,-1.148,0.0922,-0.289,-0.3066,0.5353
PDK3,-1.1627,-1.5335,-0.2687,-0.5544,-0.0202,0.178,0.4424,-1.269,-0.19,-1.0104,0.0219,0.5036,0.9502,0.3736,-1.1041,0.434
TPR,-1.255125,-0.287875,-1.826875,-0.717625,-1.238375,-0.40125,-0.8025,0.346875,-1.627875,-0.911375,-0.863875,-1.427625,-0.434875,-1.069625,-0.667625,-0.568125
MAGEB10,-0.122,0.804,0.223,-0.543,0.7345,0.1825,-0.379,0.1435,0.2485,-0.6695,-1.308,0.0245,0.1075,0.1125,0.0075,0.5625
KCNJ16,1.217666667,4.506166667,0.3362,1.7245,4.709333333,0.339166667,0.5265,-0.035833333,1.8095,-0.435,2.345666667,0.4525,-0.2935,0.111166667,2.8802,0.684166667
ZNF57,-0.56675,0.1145,0.0015,-0.07775,-0.405,1.18375,-0.08775,0.18775,-0.54025,-0.08225,-0.2755,-0.04,-0.1195,0.4095,-1.15175,0.96475
CLEC9A,1.0005,0.697,1.2265,2.2755,0.8475,0.6685,0.771,0.8055,1.4215,1.0585,1.1535,2.221,0.7945,0.22,1.9435,0.7295
MAPK4,-2.22775,-1.3015,-1.7565,-2.3115,-3.57025,-4.16575,-2.85275,-3.009,-2.71925,-3.48925,-4.223,-3.1595,-4.09625,-2.71425,-1.908,-3.002
SLC25A23,-0.007,-0.2312,-0.5502,-0.5795,-0.6008,-0.128,-0.6024,-0.4696,-0.6307,-0.0886,-0.6589,-0.3014,-1.0039,-1.7092,-0.032,-0.4077
HINT1,1.2381,-0.679,0.9301,0.6892,-0.0607,-0.1803,-0.3391,0.0871,0.4652,-0.7634,-0.0276,0.3794,0.1902,-0.0606,-0.2329,0.2614
KRTAP13-1,0.8465,0.12,0.3945,0.465,0.3415,0.292,0.4545,0.0535,0.2255,0.3655,0.603,0.7395,-0.2395,0.0695,0.31,-0.028
SFXN5,-0.4923,-0.494,-0.3156,-0.8904,-0.1793,-0.9226,-0.6615,-0.6796,-0.8175,-0.7376,-0.0582,-1.2235,0.1008,-0.156,-0.8399,-0.508
ZBTB46,-0.943,-0.463,-0.918,-0.4035,-0.7935,-0.4415,-0.2805,-0.346,-0.8325,-1.069,-1.282,-1.139,-0.9995,-0.757,-0.3565,-0.4395
CYR61,-1.247,2.072,-1.0055,1.238416667,0.36475,0.361833333,1.5365,1.200583333,1.181583333,0.384583333,-0.65325,1.67225,2.338333333,1.223083333,0.631583333,1.647333333
JRKL,0.5225,1.331,-0.6365,-0.01725,0.3235,0.55125,0.74725,0.04325,0.7275,0.798,-0.1875,0.282,1.33275,0.4435,0.81375,0.943
PHKB,0.486,0.339,0.43825,0.21275,1.0955,-0.6995,-0.21725,0.1265,0.1965,0.6005,0.28075,0.138,0.2775,-0.114,0.47075,1.14075
LCN8,0.4345,0.0315,0.017,0.364,-0.0075,0.235,0.255,0.032,0.158,0.311,0.082,0.136,0.027,0.272,0.0015,-0.1695
XPO7,-1.532,-1.088,-1.6455,-1.2695,-0.9295,-0.5755,-1.7955,-1.5405,-2.2875,-1.0955,-0.883,-1.221,-1.4815,-1.4915,-1.0475,-1.2335
RNASE4,-0.5495,1.1,1.434666667,0.179833333,-1.417833333,1.297666667,-0.465333333,-0.326,1.631,0.2135,2.4435,2.150166667,-0.349666667,-0.4795,0.342666667,1.896666667
RRAGB,0.677833333,0.830666667,0.437,-0.345,1.2445,0.129666667,0.962833333,0.3855,0.636333333,0.060666667,0.747666667,1.493333333,0.143166667,-0.791,0.744666667,1.2865
RCBTB2,-1.758,-1.215,-1.2655,-1.6995,-1.759,-1.5815,-1.076,-1.70175,-0.1855,-1.1835,-2.75425,-1.25125,-0.91125,-0.46225,-1.1685,-0.0545
COLQ,-0.2756,0.172,-0.7531,-0.3997,-0.1193,-0.0171,-0.7387,-0.218,-0.4073,-0.5802,-0.404,-0.509,-0.6193,-0.2807,0.063,-0.0794
MPN2,-0.649333333,-0.441166667,-0.373333333,-0.8845,-0.6775,-0.166166667,-0.467,-0.519833333,-1.154333333,-0.678166667,-0.551,-0.594833333,-0.5765,-0.976166667,-0.1,-1.054166667
ALPK2,-2.701,-4.21325,-3.69675,-3.17025,-3.204,-2.57525,-3.1015,-1.57975,-2.49025,-3.398,-3.29175,-2.98325,-1.861,-1.42175,-2.81925,-0.4225
RFX2,-0.018333333,0.426,0.344,-0.017166667,0.356166667,1.437833333,0.362,-0.023166667,0.677166667,1.427166667,1.546333333,0.605,-0.1245,-0.175166667,1.090666667,0.315833333
SENP5,-0.26525,-0.09125,0.506,-0.074625,0.81175,1.767625,-0.255625,-0.451875,-0.113375,-0.072125,1.56925,0.130125,0.68725,0.706125,-0.28225,-0.2805
CCDC51,0.5565,-0.3025,-0.398,0.389,-0.51975,-1.12425,-0.537,0.21325,-0.805,-0.4575,-0.45025,-0.294,-0.35375,-0.4245,-0.61175,-0.389
SLC44A4,3.0911,3.5519,2.6015,3.4512,2.6569,3.1161,-0.4776,2.4377,3.9896,1.7284,3.2388,2.4765,3.0662,0.346,3.8745,1.7591
ESPL1,-0.844,-1.057375,-1.314375,-1.425375,-0.53425,-0.938625,-1.028625,-0.75075,-1.436375,-1.293875,-0.320375,-1.410625,-0.67575,-1.02925,-1.00175,-0.591375
TSPAN32,0.24425,0.507416667,1.153416667,0.304083333,0.440166667,0.190166667,0.732833333,-0.1345,0.620333333,-0.223166667,0.532416667,0.6185,0.091916667,0.36725,0.405416667,0.213333333
AIFM1,-0.534,0.457,-0.765,-0.20575,-0.03325,-1.112,-0.202,-0.5625,-0.37125,0.15775,0.50825,-0.02525,-0.30875,0.2925,-0.21775,-1.08375
TAF4B,-0.703,-1.2445,-1.54525,-1.42875,-1.20625,-0.83375,-0.70025,1.2465,-1.1585,-0.9105,-1.8825,-1.08275,-1.28675,-1.15525,-0.598,-0.539
GAL3ST3,0.1775,-0.0425,0.4425,-1.5435,0.5085,-0.6665,1.225,-0.1155,0.2845,-0.7125,0.069,-0.4855,-0.3465,-0.0975,0.0095,0.0165
FBXO16,2.624,1.1815,1.4275,2.213,0.31,1.27,-0.62475,-0.32775,1.65525,1.26775,2.6855,1.35275,-0.085,0.49775,1.26525,1.82525
SMARCC2,0.006166667,0.426833333,0.089416667,0.35075,0.279666667,-0.03075,0.240416667,0.338916667,-0.2375,0.292916667,-0.165833333,0.1705,-0.052916667,0.043166667,0.352916667,0.05525
FAM109A,-0.281166667,0.0335,-0.0985,-0.033666667,0.614833333,-0.313666667,0.092,0.155166667,0.062,0.000166667,0.1165,0.216333333,0.028833333,0.067166667,-0.204166667,0.1585
CCDC12,-0.37275,-0.26075,-0.717,-0.3245,-0.79125,-0.62175,-0.18125,-0.14575,-0.842,-0.2535,-0.92575,-0.6325,-0.912,-0.1625,-0.083,-0.61275
USF2,0.0319,-0.1964,-0.1836,-0.6476,0.2389,0.0183,0.1305,-0.2078,-0.2178,-0.3501,-0.6945,-0.2969,1.251,-0.3616,0.1033,-0.3033
JMJD3,-0.348,0.2045,-0.323,-0.5185,0.574,0.0435,0.774,0.4055,-1.337,-0.3305,-0.823,-0.934,0.0995,-0.1195,1.1745,0.211
SLIC1,0.633125,0.584125,0.995,1.058625,0.386375,0.392875,1.32675,0.36575,0.787375,0.617,0.22975,0.95225,1.36525,0.9575,0.559875,0.36425
EPDR1,1.3527,0.0484,2.4392,1.7651,-1.0581,1.0237,1.7953,1.9339,0.5132,2.9602,-0.3274,0.8593,-1.2058,-0.0344,2.1061,0.5306
SMARCD1,-0.427833333,-0.128333333,-0.858,-0.5195,0.224166667,-0.1415,-0.362833333,-0.095166667,-0.556,-0.75,-0.276666667,-0.830333333,-0.671666667,-1.021833333,-0.105333333,-0.409833333
ZFP106,-0.862,-0.31425,-1.2075,-0.6345,-0.55225,-1.04625,-0.573,-0.2785,-1.1835,-0.415,-1.326,-0.74625,-0.4785,-1.577,-0.14,-1.3
KCNIP3,-1.197,-1.136,-0.9065,-1.35775,-2.09125,-1.915,-1.26575,-1.29175,-1.38025,-1.4985,-1.571,-1.56325,-1.7135,-0.23375,-1.01325,-0.87375
GFRA4,1.289,0.1425,1.365666667,0.895666667,1.308833333,0.335666667,0.7006,0.053333333,1.097666667,0.496833333,0.827166667,0.539333333,0.321,1.739166667,0.35,0.429833333
SLCO2B1,3.89025,4.51825,3.9315,3.4025,3.037,3.972,5.069,3.94875,3.947,3.9395,2.88775,4.249,5.13025,5.25625,4.24125,4.7
COL1A1,2.32,2.6605,1.8255,2.239,2.9905,3.1865,3.9055,4.629,3.4425,4.275,1.8765,2.715,4.512,4.1675,2.071,5.072
GRK5,-0.683,-0.0605,-0.645333333,0.2145,1.655666667,-0.523666667,0.439666667,-0.065,-0.463833333,0.290666667,-0.978166667,-0.612833333,0.0085,-0.819333333,0.4155,-0.649333333
OR4A15,0.453666667,0.012166667,0.293166667,0.101833333,0.237166667,0.202333333,0.461833333,0.257166667,0.501833333,0.274666667,0.487,0.319666667,0.261833333,0.153,0.2355,0.0805
ACBD3,1.4163,1.4371,0.8366,1.5123,0.8648,1.5793,1.7048,0.9703,1.4147,1.3261,1.8726,0.6036,1.4013,1.5962,1.302,1.6955
PRDM2,-0.2024,1.1091,0.8177,0.6066,0.329,1.2747,0.6249,0.6668,0.9908,1.1734,0.0559,0.1386,0.4975,0.0014,0.5315,1.1819
SMYD3,-0.4422,-0.2803,-0.1101,-0.882,-0.3815,-0.6801,-0.638,-0.6624,0.6307,-0.8569,-0.9869,0.2058,-0.2313,0.082,-0.2022,-0.1971
LGI2,0.6935,1.270333333,0.7015,1.218,5.194833333,1.934666667,0.944166667,1.445166667,2.833166667,0.244666667,1.381166667,-0.665666667,1.857166667,1.344166667,4.626166667,2.31
NAPE-PLD,-0.1958,0.7571,0.1389,-0.0793,-0.9644,-0.6755,-0.1446,-0.0251,0.1318,0.2079,1.2282,0.3113,0.1533,0.0551,-0.8597,-0.0459
SHROOM1,0.33925,-1.70125,-0.16875,0.072,-1.1145,-1.31125,-1.6115,-0.49475,-1.58975,-2.18925,-1.5605,-0.259,0.81175,-1.33575,-0.72575,0.641
PYY,1.0465,1.628,0.8265,0.4895,0.18,0.202,0.3875,-0.028,1.024,0.241,1.5765,0.722,0.1205,0.7095,0.0955,0.2655
ARHGEF9,-0.8523,-0.9772,0.6706,-0.5015,-0.8269,-0.3563,0.3254,-0.2248,-0.7249,0.6094,-0.209,0.282,-0.1479,-0.5818,-0.2888,-0.1369
C10orf22,0.029666667,0.135,-1.1805,-0.0775,-0.527166667,-0.087,0.097666667,0.218166667,-0.523833333,0.083833333,-0.261666667,0.160666667,-0.385333333,-0.371,0.140333333,0.298333333
NAT8L,-1.3965,0.8905,-1.68975,-3.967,2.2095,-1.1825,-2.30825,-1.37275,-3.457,-3.307,1.67275,-2.83325,-3.0755,-0.4295,1.2835,-3.2205
FBXO11,-0.468166667,0.569166667,0.2065,-0.143666667,0.699083333,0.199583333,0.109583333,0.964166667,-0.226916667,0.103083333,0.402583333,0.43775,0.327833333,1.30625,0.065416667,-0.44125
C6orf15,-0.0445,-0.318833333,-0.139,0.020166667,0.554333333,1.014666667,0.033166667,0.436166667,0.699,-0.242833333,0.4575,-0.466333333,0.027,0.112166667,-0.207,-0.151166667
C6orf70,-0.208375,-0.096,1.118875,0.601,0.035125,-0.46025,-0.22725,-0.151625,0.489,-0.441125,0.7905,-0.0265,-0.6365,0.49075,-0.2275,0.235625
PPP1R3D,0.934,0.25125,-0.45325,0.54,0.69625,2.15075,-0.13125,0.4635,0.91075,0.67525,0.43675,0.601,-0.19625,0.55575,0.04275,-0.24675
EPB42,-0.397833333,-0.619,-0.700666667,-0.8535,-0.8295,-1.005666667,-0.669333333,-0.412833333,-0.705166667,-0.555,-0.882666667,-0.600333333,-1.0245,-0.826833333,-0.757166667,-0.457333333
CETN3,-0.465,-0.6085,0.76825,-0.13475,-0.93675,-0.93675,0.41575,0.16175,-0.068,-1.437,-0.945,-0.0645,-1.37275,-0.00575,-0.86175,-0.438
SETDB1,-0.598166667,-0.0735,-1.271666667,-0.261166667,-0.174333333,0.315333333,0.023666667,-0.090333333,-1.101666667,-0.418333333,-0.519,-0.672666667,-0.572333333,-0.361,-0.187833333,0.0985
LRAP,-1.1565,-3.297833333,0.567333333,0.201666667,-1.548666667,-0.822166667,0.6865,0.134333333,0.213666667,-0.275833333,-3.100333333,0.2135,0.912833333,0.033833333,0.069166667,1.075666667
PPM1A,0.631625,1.393625,1.220125,0.6108125,0.4225,1.263375,0.7464375,0.25625,1.4449375,0.2269375,0.7003125,0.780625,0.340625,0.908625,0.4339375,0.554125
INTS1,-1.37425,-0.78525,-1.5205,-0.52925,-0.5385,-0.47875,-0.5535,-0.52725,-0.92075,0.89925,-0.32675,-1.66875,-0.43225,-1.372,-1.143,-1.337
GMPPA,-0.022,0.37375,-0.383375,-0.37925,0.37925,0.683875,-0.236,-0.487875,0.10625,-0.3895,-0.0505,-0.935375,-0.3605,-0.72425,-0.713125,0.03475
AIPL1,0.155,-0.055,0.11525,0.585,0.449,0.298,0.25725,0.185,0.3875,-0.18425,0.481,0.141333333,0.22225,-0.04825,0.29375,0.1235
BDKRB1,-1.686333333,-0.165166667,-2.701666667,-2.037666667,-0.150333333,-1.652166667,-1.065,-1.632,-1.166666667,-2.087833333,0.733833333,-2.4325,-1.499333333,-1.613833333,-2.431333333,-1.353833333
THADA,-0.502125,-0.135875,0.15575,0.020125,-0.048625,-0.593,-0.38575,-0.034875,-0.114375,-0.673,-0.17825,-0.17875,0.057375,-0.2315,-0.101,-0.404
COX8A,-0.3945,-0.08575,0.078,-0.24875,0.20175,-0.309,-0.1295,-0.836,-0.33425,-0.3775,-0.6335,-0.45175,-0.22525,-0.00025,-0.87375,-0.77525
CDCA4,-1.46325,-0.7785,-0.581,-1.845,-0.15375,-0.9325,-0.703,-1.16525,-0.869,-2.16575,-0.85925,-1.428,-0.51325,0.1325,-1.3995,-0.83575
C2orf44,-1.03675,-0.8935,-0.9565,-1.41625,-0.6415,-1.20275,-1.2665,-0.15375,-1.188,-1.13125,-1.11875,-1.39025,-1.4135,-1.361,-1.18175,-1.22525
PWP2,-1.035666667,-0.906166667,-1.158,-0.954,-1.4935,-1.701666667,-0.630333333,-0.3545,-1.318166667,-1.038,-1.15,-1.293333333,-0.232333333,-0.615666667,-0.956666667,-1.210166667
ATXN7,-0.383333333,-0.612,-1.274333333,-0.366,-1.7235,-1.947166667,-0.049,0.290166667,-1.7432,0.06,-1.349833333,-0.496166667,-1.402166667,-0.2975,-0.357833333,-0.806333333
HAS2,-3.364833333,-3.571,-3.175333333,-3.016333333,-3.931333333,-3.844166667,-3.219833333,-3.012833333,-2.355,-2.7945,-4.100666667,-2.787,-3.062166667,-2.827666667,-0.394666667,-1.407
MOBKL2A,-0.22175,-0.35975,-0.3985,0.0065,-0.357,-0.513,0.3065,0.0495,2.78E-17,0.39925,-0.2945,-0.17475,1.18325,-0.1535,-0.38525,0.43025
CNOT7,0.281071429,-0.058,-0.084571429,0.420285714,0.277714286,0.046,-0.5555,-0.610285714,-0.320071429,0.076214286,-0.232714286,0.314928571,-0.370357143,0.221857143,0.675428571,0.363
EAF1,-0.1377,0.3694,-0.5991,-0.2026,0.3757,0.5344,-0.0769,0.1425,-0.5711,0.186,0.1694,0.1113,0.6895,-0.2957,0.5498,-0.0098
C7orf28A,-0.39,0.4665,0.453333333,-0.198333333,0.543333333,0.506333333,0.233666667,0.193166667,0.263,1.117666667,0.506,0.011333333,0.548166667,0.072,-0.324,0.156666667
ARHGAP12,0.20875,1.27725,0.47925,0.84025,0.53275,0.07325,1.2425,0.38425,1.248,1.21275,2.2225,1.43475,0.40075,2.4915,1.27175,0.73475
ZNF767,-1.226166667,-0.6675,-1.009333333,-1.790333333,-1.563666667,-1.497166667,-1.397,-0.811666667,-1.671,-1.125833333,-1.387833333,-1.185333333,-0.903833333,-1.002166667,-1.117166667,-0.888
FAM107B,2.3055,1.44225,1.44975,2.16575,0.9065,1.405,1.13125,1.97625,2.5845,1.21025,3.695,1.66325,1.8775,1.7425,3.185,1.56525
DMXL1,-0.73475,-0.430625,-0.26325,-0.656375,-0.5755,-0.81325,0.171625,0.42175,-0.046875,-0.383625,-0.737,-0.44275,-0.079625,0.211125,0.14375,-0.010875
SCFD1,-0.267666667,-0.057333333,-0.198,-0.333,0.457166667,0.118,-0.172833333,1.7595,-0.5065,0.337833333,-0.007166667,-0.037333333,-0.311166667,-0.1495,-0.470666667,0.011166667
EPHB3,1.254875,0.761125,0.743375,1.65975,2.25375,2.2215,0.790625,1.5865,1.1175,1.556875,2.072625,0.7505,0.01175,2.247375,0.571625,0.902875
ROPN1L,0.7065,-1.672166667,0.941833333,1.966166667,0.4815,0.826166667,0.925166667,-0.525833333,2.2265,-0.502333333,2.328,-0.6015,-0.787,-1.168333333,4.310166667,0.554333333
JMJD5,-0.354666667,-0.091,-0.379833333,-0.6665,-0.316833333,-0.700666667,-0.088166667,-0.376833333,0.043833333,-0.999166667,-0.528666667,-0.812166667,-0.142166667,0.006833333,-0.311666667,-0.332166667
CRAT,-0.27625,-0.373,-0.58475,-0.292125,-1.1155,-0.3495,-0.027375,-0.359625,-0.52525,-0.461,-0.64675,-0.6115,-0.998875,-0.3945,-0.406625,-0.1945
TMPRSS11D,-0.336,0.75,0.7355,0.473,0.089,0.4725,-0.2235,-0.075,-0.4345,-0.7635,0.3735,0.0735,1.1775,0.347,-0.2485,0.6055
SLC7A11,2.268142857,-2.252857143,-1.150357143,1.4685,-0.692642857,2.172142857,-1.987357143,-0.752428571,-2.380785714,-1.538,-1.5325,-2.499461538,-1.805071429,-2.774428571,-0.360214286,-0.451714286
OR10H2,0.8545,0.352,0.983,1.04175,0.5555,0.76925,0.99325,0.54725,0.7935,0.539,0.76575,0.8655,0.43125,0.952,0.6455,0.274
ENOPH1,-0.00325,-0.10775,0.4195,-0.26125,0.58125,-0.0285,0.68225,-0.235,-0.10775,0.099,0.3045,0.20175,1.19675,-0.16975,0.087,0.122
CCDC23,1.45725,0.79025,1.707,1.07975,1.2075,1.12975,0.2945,0.6915,1.9295,0.8645,0.26725,1.38825,0.4465,1.871,1.286,0.79575
KLF9,0.021625,0.4095,0.32575,0.5725,-0.766125,0.42475,1.08425,1.344875,0.665625,0.481,0.190625,0.467125,0.546375,0.86025,1.214875,0.414
MIA,-3.16075,-4.28575,-2.61275,-3.63025,-4.14525,-4.771,-4.45775,-4.158,-0.549,-3.91325,-4.01875,-3.56175,-5.0215,-4.0855,2.152,-1.78775
FIGN,-1.39225,0.347,-1.14575,-0.76825,-1.32125,0.96125,-1.9095,-0.85825,-0.89825,-0.75125,1.4675,-0.72275,-0.07725,-0.96475,-0.7015,-1.29875
PCSK2,7.8845,1.258625,0.775875,0.600375,0.694875,1.121125,0.76775,0.50075,0.194125,0.730875,-0.244875,-0.300125,-1.16575,-0.1665,6.009125,-0.332375
RGS18,2.873,2.73525,3.98825,4.0075,3.01825,3.9145,4.1945,2.5465,4.08675,3.50875,3.053,4.5105,5.021,4.98975,2.9615,3.6715
LFNG,2.119875,1.803625,0.62525,2.7965,2.263,2.6755,2.22625,2.42025,2.940125,2.7845,1.681375,0.447375,2.61625,2.968,0.211125,1.38125
C10orf83,0.2605,0.0559,0.3916,0.1604,-0.2876,-0.5647,0.0064,-0.0214,-0.5501,0.0766,0.2984,-0.2688,0.0056,-0.5255,-0.0393,0.0944
C1orf156,0.664,0.788,-0.095,0.87325,0.218,0.41925,1.22925,0.4585,0.40775,0.3245,0.287,0.08525,0.62225,0.64275,0.4435,0.75875
NEK10,-0.70425,-0.75225,-0.3115,0.503,-0.16775,0.92775,-1.08725,-0.831,-0.4165,-0.67975,1.34875,-1.17275,-0.706,-1.181,0.66525,-0.03875
VN1R3,0.725333333,0.105833333,0.642,0.225166667,0.242,0.7525,0.248333333,0.151666667,0.6015,0.456,0.339833333,0.338,-0.0215,0.614833333,0.2264,0.330166667
LOC91948,0.4575,0.205,0.44,0.3315,0.1355,1.5215,0.085,0.025,null,null,0.17,0.959,0.608,0.4835,-0.2015,0.1185
PARP8,0.7555,0.517,1.736,1.157666667,0.8825,0.972666667,1.5625,0.985666667,1.579333333,2.205,2.5995,1.8735,0.560333333,0.703833333,1.507833333,1.087
TEAD4,-1.834,-1.864,-2.536,-2.238333333,-1.553666667,-2.1175,-2.266166667,-1.8765,-2.708166667,-2.173166667,-0.779166667,-2.164666667,-1.921333333,-2.228166667,-2.630333333,-1.602666667
FGFBP1,1.075166667,-0.486,1.516833333,3.335,-0.238166667,2.139333333,4.806666667,0.580666667,3.264833333,-1.940333333,-2.172666667,-2.046166667,4.147833333,3.888166667,0.242833333,5.273333333
AJAP1,-1.1937,-2.4018,-1.2401,-1.5632,-2.3189,-2.0194,-2.0801,-2.0314,-1.1688,-1.9013,-2.1008,-1.603,-2.4206,-1.0893,-2.0523,-1.8962
ZNF608,0.56875,0.872,0.4095,-0.056,-1.4955,0.384,0.95025,0.325,0.50875,0.5795,0.54775,-1.41,0.70675,1.63475,-0.2715,1.182
MMP11,1.587,1.128333333,1.352833333,1.744666667,1.041333333,1.329666667,0.739333333,3.265833333,3.641666667,0.660666667,1.944666667,1.895166667,1.177,4.179333333,0.7145,4.302666667
USP40,-0.3314,0.3305,0.265,0.5086,0.0962,-0.0202,-1.1953,-1.1652,-0.0132,0.03,-0.4569,-0.068,0.6428,-0.1088,0.4368,-0.1146
C3orf62,-0.2615,0.1085,-0.830833333,-0.014333333,-0.725666667,-0.504,-0.215333333,0.176166667,-0.979833333,-0.077833333,0.087333333,0.351333333,-0.442833333,-1.035166667,0.585,-0.2405
LRFN4,-0.97075,-2.20675,-2.40975,-1.68075,-0.8575,-0.56325,-1.775,-1.519,-2.43225,-2.15025,-2.429,-2.22425,-0.7785,-0.9955,-1.46125,-2.0075
XCL1,0.917333333,2.520666667,3.572333333,1.799333333,2.503833333,2.508666667,3.323666667,0.9465,1.852,2.222666667,2.9515,2.622833333,1.101666667,2.958166667,1.0075,0.606833333
GREM2,0.243785714,1.305357143,0.193357143,0.620428571,-1.64725,-0.949357143,-0.959142857,0.014142857,-0.085214286,0.985142857,-1.671357143,-0.841142857,-1.796,-0.735714286,0.434428571,0.595384615
ZNF577,-0.582166667,-0.2975,0.010833333,-0.851666667,-0.5435,-0.936,-1.062333333,-0.545166667,-0.8145,1.547333333,-2.3775,-1.2315,0.490833333,0.485666667,-1.338166667,0.0045
